,136_APAR_213.1,144_APAR_214.2,148_APAR_215.3,152_APAR_216.4,156_APAR_217.5,160_APAR_218.6,164_APAR_219.7,168_APAR_220.8,172_APAR_221.9,176_APAR_222.10,180_APAR_223.11,184_APAR_224.12,188_APAR_225.13,192_APAR_226.14,196_APAR_227.15,200_APAR_228.16,204_APAR_229.17,208_APAR_230.18,212_APAR_231.19,216_APAR_232.20,220_APAR_233.21,224_APAR_234.22,228_APAR_235.23,232_APAR_236.24,236_APAR_237.25,240_APAR_238.26,244_APAR_239.27,248_APAR_240.28,3808_APAR_16.16,3812_APAR_17.17,3816_APAR_18.18,656_FIF_203.3,658_FIF_204.4,660_FIF_205.5,662_FIF_206.6,664_FIF_207.7
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-30 23:45:36,25.3,25.3,29.6,39.8,50.6,26.5,28.8,32.2,40.6,51.4,25.7,28.5,36.7,29.4,39.3,46.1,25.5,35.9,55.3,,,,,,,,,,51.5,100.0,45.2,27.068966,29.482759,26.0,28.0,26.0
2019-01-30 23:52:48,25.3,25.3,29.6,39.8,50.6,26.5,28.8,32.2,40.6,51.4,25.8,28.6,36.7,29.4,39.3,46.1,25.5,35.9,55.3,,,,,,,,,,51.5,100.0,45.2,27.0,29.285714,26.0,28.0,26.0
2019-01-31 00:00:00,25.3,25.3,29.6,39.8,50.6,26.5,28.8,32.2,40.6,51.4,25.8,28.6,36.7,29.4,39.3,46.1,25.5,35.9,55.3,,,,,,,,,,51.5,100.0,45.2,27.0,29.285714,26.0,28.0,26.0
2019-01-31 00:07:12,25.3,25.3,29.6,39.8,50.6,26.5,28.8,32.2,40.6,51.4,25.9,28.6,36.7,29.4,39.3,46.1,25.5,35.9,55.3,,,,,,,,,,51.6,100.0,45.1,27.037037,29.111111,26.0,28.0,26.0
2019-01-31 00:14:24,25.3,25.3,29.6,39.8,50.6,26.5,28.8,32.2,40.6,51.4,25.9,28.6,36.7,29.4,39.3,46.1,25.5,35.9,55.3,,,,,,,,,,51.6,100.0,45.1,27.037037,29.111111,26.0,28.0,26.0
2019-01-31 00:21:36,25.3,25.3,29.6,39.8,50.6,26.5,28.8,32.2,40.6,51.4,25.9,28.6,36.7,29.5,39.2,46.1,25.5,35.9,55.3,,,,,,,,,,51.6,100.0,45.1,27.172414,29.068966,26.0,28.0,26.0
2019-01-31 00:28:48,25.3,25.3,29.6,39.8,50.6,26.5,28.8,32.2,40.6,51.4,25.9,28.6,36.7,29.5,39.2,46.1,25.5,35.9,55.3,,,,,,,,,,51.6,100.0,45.1,27.172414,29.068966,26.0,28.0,26.0
2019-01-31 00:36:00,25.3,25.3,29.6,39.8,50.6,26.5,28.8,32.2,40.6,51.4,26.0,28.7,36.8,29.5,39.2,46.1,25.5,35.9,55.3,,,,,,,,,,51.5,100.0,45.1,27.103448,29.034483,26.0,28.0,26.0
