,4245_Mbus Apators,4256_Mbus Apators,4267_Mbus Apators,4278_Mbus Apators,4289_Mbus Apators,4300_Mbus Apators,4311_Mbus Apators,4322_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-01-17 23:45:36,,,,,,,,
2019-01-17 23:52:48,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 00:00:00,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 00:07:12,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 00:14:24,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 00:21:36,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 00:28:48,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 00:36:00,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 00:43:12,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 00:50:24,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 00:57:36,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 01:04:48,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 01:12:00,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 01:19:12,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 01:26:24,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 01:33:36,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 01:40:48,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 01:48:00,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 01:55:12,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 02:02:24,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 02:09:36,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 02:16:48,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 02:24:00,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 02:31:12,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 02:38:24,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 02:45:36,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 02:52:48,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 03:00:00,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 03:07:12,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 03:14:24,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 03:21:36,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 03:28:48,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 03:36:00,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 03:43:12,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 03:50:24,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 03:57:36,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 04:04:48,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 04:12:00,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 04:19:12,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 04:26:24,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 04:33:36,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 04:40:48,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 04:48:00,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 04:55:12,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 05:02:24,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 05:09:36,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 05:16:48,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 05:24:00,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 05:31:12,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 05:38:24,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 05:45:36,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 05:52:48,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 06:00:00,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 06:07:12,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 06:14:24,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 06:21:36,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 06:28:48,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 06:36:00,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 06:43:12,16.45,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019-01-18 06:50:24,,,,,,,,
2019-01-18 06:57:36,,,,,,,,
2019-01-18 07:04:48,,,,,,,,
