,305_APAR_411.11,309_APAR_412.12,313_APAR_413.13,317_APAR_414.14,321_APAR_415.15,325_APAR_416.16,329_APAR_417.17,333_APAR_418.18,337_APAR_419.19,341_APAR_420.20,345_APAR_421.21,349_APAR_422.22,353_APAR_423.23,357_APAR_424.24,361_APAR_425.25,681_FIF_402.2,683_FIF_403.3,685_FIF_404.4,687_FIF_405.5,689_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-22 23:45:36,22.2,22.0,19.9,14.2,9.8,20.7,20.3,18.8,13.3,6.5,20.1,19.6,18.4,6.3,-4.3,24.7,28.4,24.3,23.6,26.4
2019-01-22 23:52:48,22.2,21.9,19.9,14.1,9.8,20.7,20.2,18.7,13.3,6.5,20.1,19.6,18.3,6.3,-4.3,24.6,28.3,24.3,23.5,26.3
2019-01-23 00:00:00,22.2,21.9,19.9,14.1,9.8,20.7,20.2,18.7,13.3,6.5,20.1,19.6,18.3,6.3,-4.3,24.6,28.3,24.3,23.5,26.3
2019-01-23 00:07:12,22.2,21.9,19.9,14.1,9.8,20.7,20.2,18.7,13.3,6.4,20.1,19.6,18.3,6.2,-4.4,24.6,28.3,24.3,23.5,26.3
2019-01-23 00:14:24,22.2,21.9,19.9,14.1,9.8,20.7,20.2,18.7,13.3,6.4,20.1,19.6,18.3,6.2,-4.4,24.6,28.3,24.3,23.5,26.3
2019-01-23 00:21:36,22.2,21.9,19.9,14.1,9.8,20.7,20.2,18.7,13.3,6.4,20.1,19.6,18.3,6.2,-4.4,24.6,28.4,24.3,23.5,26.3
2019-01-23 00:28:48,22.2,21.9,19.9,14.1,9.8,20.7,20.2,18.7,13.3,6.4,20.1,19.6,18.3,6.2,-4.4,24.6,28.4,24.3,23.5,26.3
2019-01-23 00:36:00,22.2,21.9,19.9,14.1,9.7,20.7,20.2,18.7,13.3,6.4,20.1,19.6,18.3,6.2,-4.5,24.6,28.3,24.3,23.5,26.3
2019-01-23 00:43:12,22.2,21.9,19.9,14.1,9.7,20.7,20.2,18.7,13.3,6.4,20.1,19.6,18.3,6.2,-4.5,24.6,28.3,24.3,23.5,26.3
2019-01-23 00:50:24,22.1,21.9,19.9,14.0,9.7,20.6,20.2,18.7,13.2,6.3,20.1,19.6,18.3,6.1,-4.6,24.5,28.2,24.2,23.5,26.2
