,253_APAR_314.14,257_APAR_315.15,261_APAR_316.16,265_APAR_317.17,269_APAR_318.18,273_APAR_319.19,277_APAR_320.20,281_APAR_321.21,285_APAR_322.22,289_APAR_323.23,293_APAR_324.24,297_APAR_325.25,301_APAR_326.26,667_FIF_304.4,669_FIF_305.5,671_FIF_306.6,673_FIF_310.10,675_FIF_311.11,677_FIF_312.12,679_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-03 23:45:36,23.5,22.8,22.2,15.1,4.7,22.9,22.1,21.3,18.2,22.4,22.1,21.4,18.6,22.7,27.1,21.9,,,14.0,26.6
2019-02-03 23:52:48,23.5,22.8,22.1,15.1,4.6,22.9,22.1,21.3,18.2,22.4,22.1,21.4,18.6,22.7,27.1,21.9,,,14.2,26.6
2019-02-04 00:00:00,23.5,22.8,22.1,15.1,4.6,22.9,22.1,21.3,18.2,22.4,22.1,21.4,18.6,22.7,27.1,21.9,,,14.2,26.6
2019-02-04 00:07:12,23.5,22.8,22.1,15.1,4.6,22.9,22.1,21.3,18.2,22.4,22.1,21.4,18.6,22.7,27.1,21.9,,,13.5,26.7
2019-02-04 00:14:24,23.5,22.8,22.1,15.1,4.6,22.9,22.1,21.3,18.2,22.4,22.1,21.4,18.6,22.7,27.1,21.9,,,13.5,26.7
2019-02-04 00:21:36,23.5,22.8,22.1,15.1,4.6,22.9,22.1,21.3,18.2,22.4,22.1,21.4,18.6,22.7,27.1,21.9,,,13.8,26.6
2019-02-04 00:28:48,23.5,22.8,22.1,15.1,4.6,22.9,22.1,21.3,18.2,22.4,22.1,21.4,18.6,22.7,27.1,21.9,,,13.8,26.6
2019-02-04 00:36:00,23.5,22.8,22.1,15.1,4.5,22.9,22.1,21.3,18.2,22.4,22.1,21.4,18.6,22.7,27.1,21.9,,,14.4,26.6
2019-02-04 00:43:12,23.5,22.8,22.1,15.1,4.5,22.9,22.1,21.3,18.2,22.4,22.1,21.4,18.6,22.7,27.1,21.9,,,14.4,26.6
2019-02-04 00:50:24,23.5,22.8,22.1,15.1,4.5,22.9,22.1,21.3,18.2,22.4,22.1,21.4,18.6,22.8,27.1,21.9,,,14.7,26.6
2019-02-04 00:57:36,23.5,22.8,22.1,15.1,4.5,22.9,22.1,21.3,18.2,22.4,22.1,21.4,18.6,22.8,27.1,21.9,,,14.7,26.6
