,476_APAR_715.15,480_APAR_716.16,484_APAR_717.17,488_APAR_718.18,492_APAR_719.19,496_APAR_720.20,500_APAR_721.21,504_APAR_722.22,508_APAR_723.23,512_APAR_724.24,516_APAR_725.25,520_APAR_726.26,524_APAR_727.27,528_APAR_728.28,532_APAR_729.29,536_APAR_730.30,540_APAR_731.31,544_APAR_732.32,548_APAR_733.1,552_APAR_734.2,556_APAR_735.3,560_APAR_736.4,564_APAR_737.5,568_APAR_738.6,572_APAR_739.7,576_APAR_740.8,580_APAR_741.9,584_APAR_742.10,588_APAR_743.11,592_APAR_744.12,596_APAR_745.13,600_APAR_746.14,604_APAR_747.15,608_APAR_748.16,612_APAR_749.17,616_APAR_750.18,620_APAR_751.19,624_APAR_752.20,628_APAR_753.21,632_APAR_754.22,636_APAR_755.23,640_APAR_756.24,644_APAR_757.25,706_FIF_703.3,708_FIF_704.4,710_FIF_705.5,712_FIF_706.6,714_FIF_707.7,716_FIF_708.8,718_FIF_709.9,720_FIF_710.10
2019-01-27 21:21:36,32.4,33.1,32.8,46.1,71.0,29.2,28.8,28.4,48.0,74.7,45.8,45.6,48.1,58.2,27.1,28.9,36.9,44.6,26.7,27.6,32.3,40.6,49.3,32.5,34.4,32.7,43.6,59.6,57.3,43.2,32.6,26.2,63.6,44.1,33.7,18.7,53.4,38.1,28.0,20.3,83.1,58.3,82.1,22.884615,29.846154,21.0,29.0,23.0,26.692308,24.0,23.807692
2019-01-27 21:28:48,32.4,33.1,32.8,46.1,71.0,29.2,28.8,28.4,48.0,74.7,45.8,45.6,48.1,58.2,27.1,28.9,36.9,44.6,26.7,27.6,32.3,40.6,49.3,32.5,34.4,32.7,43.6,59.6,57.3,43.2,32.6,26.2,63.6,44.1,33.7,18.7,53.4,38.1,28.0,20.3,83.1,58.3,82.1,22.884615,29.846154,21.0,29.0,23.0,26.692308,24.0,23.807692
2019-01-27 21:36:00,32.4,33.2,32.8,46.1,71.0,29.2,28.8,28.4,48.0,74.7,45.8,45.5,48.1,58.2,27.2,28.9,36.9,44.6,26.7,27.6,32.3,40.6,49.3,32.5,34.4,32.7,43.6,59.6,57.3,43.2,32.6,26.2,63.6,44.1,33.8,18.7,53.4,38.1,28.1,20.4,83.1,58.2,82.2,22.625,29.916667,21.0,29.0,23.0,26.75,24.0,23.833333
2019-01-27 21:43:12,32.4,33.2,32.8,46.1,71.0,29.2,28.8,28.4,48.0,74.7,45.8,45.5,48.1,58.2,27.2,28.9,36.9,44.6,26.7,27.6,32.3,40.6,49.3,32.5,34.4,32.7,43.6,59.6,57.3,43.2,32.6,26.2,63.6,44.1,33.8,18.7,53.4,38.1,28.1,20.4,83.1,58.2,82.2,22.625,29.916667,21.0,29.0,23.0,26.75,24.0,23.833333
2019-01-27 21:50:24,32.4,33.2,32.8,46.1,71.0,29.2,28.8,28.4,48.0,74.7,45.8,45.5,48.1,58.2,27.2,28.9,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.6,57.3,43.2,32.6,26.2,63.6,44.1,33.8,18.7,53.4,38.1,28.1,20.4,83.2,58.3,82.2,22.72,29.96,21.0,29.0,23.0,26.88,24.0,23.72
2019-01-27 21:57:36,32.4,33.2,32.8,46.1,71.0,29.2,28.8,28.4,48.0,74.7,45.8,45.5,48.1,58.2,27.2,28.9,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.6,57.3,43.2,32.6,26.2,63.6,44.1,33.8,18.7,53.4,38.1,28.1,20.4,83.2,58.3,82.2,22.72,29.96,21.0,29.0,23.0,26.88,24.0,23.72
2019-01-27 22:04:48,32.4,33.1,32.8,46.0,71.0,29.2,28.8,28.4,48.0,74.7,45.8,45.5,48.1,58.2,27.2,28.9,36.9,44.5,26.8,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.6,57.3,43.2,32.6,26.3,63.5,44.1,33.8,18.7,53.4,38.1,28.1,20.5,83.1,58.2,82.2,22.846154,30.384615,21.0,29.038462,23.0,26.846154,24.0,23.846154
2019-01-27 22:12:00,32.4,33.1,32.8,46.0,71.0,29.2,28.8,28.4,48.0,74.7,45.8,45.5,48.1,58.2,27.2,28.9,36.9,44.5,26.8,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.6,57.3,43.2,32.6,26.3,63.5,44.1,33.8,18.7,53.4,38.1,28.1,20.5,83.1,58.2,82.2,22.846154,30.384615,21.0,29.038462,23.0,26.846154,24.0,23.846154
2019-01-27 22:19:12,32.2,32.9,32.8,46.0,71.0,29.2,28.8,28.4,48.0,74.7,45.8,45.5,48.1,58.2,27.2,28.9,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.6,57.3,43.2,32.6,26.3,63.5,44.1,33.8,18.8,53.4,38.1,28.1,20.5,83.0,58.2,82.3,22.923077,30.115385,21.0,29.115385,23.0,26.961538,24.0,23.807692
2019-01-27 22:26:24,32.2,32.9,32.8,46.0,71.0,29.2,28.8,28.4,48.0,74.7,45.8,45.5,48.1,58.2,27.2,28.9,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.6,57.3,43.2,32.6,26.3,63.5,44.1,33.8,18.8,53.4,38.1,28.1,20.5,83.0,58.2,82.3,22.923077,30.115385,21.0,29.115385,23.0,26.961538,24.0,23.807692
2019-01-27 22:33:36,32.4,33.1,32.8,46.0,71.0,29.2,28.8,28.4,48.0,74.7,45.8,45.5,48.1,58.2,27.2,29.0,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.6,57.3,43.2,32.6,26.2,63.5,44.1,33.8,18.8,53.4,38.1,28.1,20.5,83.0,58.2,82.2,22.72,29.92,21.0,29.0,23.0,27.0,24.0,23.68
2019-01-27 22:40:48,32.4,33.1,32.8,46.0,71.0,29.2,28.8,28.4,48.0,74.7,45.8,45.5,48.1,58.2,27.2,29.0,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.6,57.3,43.2,32.6,26.2,63.5,44.1,33.8,18.8,53.4,38.1,28.1,20.5,83.0,58.2,82.2,22.72,29.92,21.0,29.0,23.0,27.0,24.0,23.68
2019-01-27 22:48:00,32.3,33.0,32.8,46.0,71.0,29.2,28.8,28.4,48.0,74.6,45.8,45.5,48.1,58.2,27.2,29.0,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.5,57.3,43.2,32.6,26.2,63.5,44.1,33.9,18.8,53.4,38.1,28.1,20.6,83.0,58.1,82.1,22.714286,30.428571,21.0,29.0,23.0,27.0,24.0,23.642857
2019-01-27 22:55:12,32.3,33.0,32.8,46.0,71.0,29.2,28.8,28.4,48.0,74.6,45.8,45.5,48.1,58.2,27.2,29.0,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.5,57.3,43.2,32.6,26.2,63.5,44.1,33.9,18.8,53.4,38.1,28.1,20.6,83.0,58.1,82.1,22.714286,30.428571,21.0,29.0,23.0,27.0,24.0,23.642857
2019-01-27 23:02:24,32.3,33.0,32.8,46.0,71.0,29.2,28.8,28.4,48.0,74.6,45.8,45.5,48.1,58.2,27.2,29.0,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.5,57.3,43.2,32.6,26.2,63.5,44.1,33.9,18.8,53.4,38.1,28.1,20.6,83.0,58.1,82.2,22.714286,30.428571,21.0,29.0,23.0,27.0,24.0,23.607143
2019-01-27 23:09:36,32.3,33.0,32.8,46.0,71.0,29.2,28.8,28.4,48.0,74.6,45.8,45.5,48.1,58.2,27.2,29.0,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.5,57.3,43.2,32.6,26.2,63.5,44.1,33.9,18.8,53.4,38.1,28.1,20.6,83.0,58.1,82.2,22.714286,30.428571,21.0,29.0,23.0,27.0,24.0,23.607143
2019-01-27 23:16:48,32.3,33.0,32.8,46.0,71.0,29.2,28.8,28.4,48.0,74.6,45.8,45.5,48.1,58.2,27.2,29.0,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.5,57.3,43.2,32.6,26.3,63.4,44.1,33.9,18.9,53.4,38.1,28.1,20.6,83.0,58.1,82.4,22.965517,30.275862,21.0,29.034483,23.0,27.0,24.0,23.896552
2019-01-27 23:24:00,32.3,33.0,32.8,46.0,71.0,29.2,28.8,28.4,48.0,74.6,45.8,45.5,48.1,58.2,27.2,29.0,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.5,57.3,43.2,32.6,26.3,63.4,44.1,33.9,18.9,53.4,38.1,28.1,20.6,83.0,58.1,82.4,22.965517,30.275862,21.0,29.034483,23.0,27.0,24.0,23.896552
2019-01-27 23:31:12,32.3,33.1,32.8,46.0,71.0,29.2,28.9,28.4,48.0,74.6,45.8,45.5,48.1,58.2,27.2,29.0,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.5,57.3,43.2,32.6,26.3,63.4,44.1,33.9,18.9,53.4,38.1,28.1,20.6,82.9,58.1,82.4,23.0,30.214286,21.0,29.0,23.0,27.0,24.0,23.714286
2019-01-27 23:38:24,32.3,33.1,32.8,46.0,71.0,29.2,28.9,28.4,48.0,74.6,45.8,45.5,48.1,58.2,27.2,29.0,36.9,44.5,26.7,27.6,32.3,40.5,49.3,32.5,34.4,32.7,43.6,59.5,57.3,43.2,32.6,26.3,63.4,44.1,33.9,18.9,53.4,38.1,28.1,20.6,82.9,58.1,82.4,23.0,30.214286,21.0,29.0,23.0,27.0,24.0,23.714286
2019-01-27 23:45:36,32.5,33.4,32.8,46.0,70.9,29.2,28.8,28.4,47.9,74.6,45.8,45.5,48.1,58.2,27.2,29.1,36.9,44.5,26.7,27.6,32.2,40.5,49.3,32.5,34.4,32.7,43.6,59.5,57.3,43.2,32.6,26.2,63.4,44.1,33.9,18.9,53.4,38.1,28.1,20.6,82.8,58.1,82.1,22.25,29.821429,21.0,29.0,23.0,27.0,24.0,23.357143
2019-01-27 23:52:48,32.5,33.4,32.8,46.0,70.9,29.2,28.8,28.4,47.9,74.6,45.8,45.5,48.1,58.2,27.2,29.1,36.9,44.5,26.7,27.6,32.2,40.5,49.3,32.5,34.4,32.7,43.6,59.5,57.3,43.2,32.6,26.2,63.4,44.1,33.9,18.9,53.4,38.1,28.1,20.6,82.8,58.1,82.1,22.25,29.821429,21.0,29.0,23.0,27.0,24.0,23.357143
2019-01-28 00:00:00,32.5,33.4,32.8,46.0,70.9,29.2,28.8,28.4,47.9,74.6,45.8,45.5,48.1,58.2,27.2,29.1,36.9,44.5,26.7,27.6,32.2,40.5,49.3,32.5,34.4,32.7,43.6,59.5,57.3,43.2,32.6,26.2,63.4,44.1,33.9,18.9,53.4,38.1,28.1,20.6,82.8,58.1,82.1,22.25,29.821429,21.0,29.0,23.0,27.0,24.0,23.357143
2019-01-28 00:07:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
