,4243_Mbus Apators,4265_Mbus Apators,4276_Mbus Apators,4287_Mbus Apators,4298_Mbus Apators,4309_Mbus Apators,4320_Mbus Apators,4481_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-01-21 23:45:36,,,,,,,,
2019-01-21 23:52:48,,,,,,,,
2019-01-22 00:00:00,,,,,,,,
2019-01-22 00:07:12,,,,,,,,
2019-01-22 00:14:24,,,,,,,,
2019-01-22 00:21:36,,,,,,,,
2019-01-22 00:28:48,,,,,,,,
2019-01-22 00:36:00,,,,,,,,
2019-01-22 00:43:12,,,,,,,,
2019-01-22 00:50:24,,,,,,,,
2019-01-22 00:57:36,,,,,,,,
2019-01-22 01:04:48,,,,,,,,
2019-01-22 01:12:00,,,,,,,,
2019-01-22 01:19:12,,,,,,,,
2019-01-22 01:26:24,,,,,,,,
2019-01-22 01:33:36,,,,,,,,
2019-01-22 01:40:48,,,,,,,,
2019-01-22 01:48:00,,,,,,,,
2019-01-22 01:55:12,,,,,,,,
2019-01-22 02:02:24,,,,,,,,
2019-01-22 02:09:36,,,,,,,,
2019-01-22 02:16:48,,,,,,,,
2019-01-22 02:24:00,,,,,,,,
2019-01-22 02:31:12,,,,,,,,
2019-01-22 02:38:24,,,,,,,,
2019-01-22 02:45:36,,,,,,,,
2019-01-22 02:52:48,,,,,,,,
2019-01-22 03:00:00,,,,,,,,
2019-01-22 03:07:12,,,,,,,,
2019-01-22 03:14:24,,,,,,,,
2019-01-22 03:21:36,,,,,,,,
2019-01-22 03:28:48,,,,,,,,
2019-01-22 03:36:00,,,,,,,,
2019-01-22 03:43:12,,,,,,,,
2019-01-22 03:50:24,,,,,,,,
2019-01-22 03:57:36,,,,,,,,
2019-01-22 04:04:48,,,,,,,,
2019-01-22 04:12:00,,,,,,,,
2019-01-22 04:19:12,,,,,,,,
2019-01-22 04:26:24,,,,,,,,
2019-01-22 04:33:36,,,,,,,,
2019-01-22 04:40:48,,,,,,,,
2019-01-22 04:48:00,,,,,,,,
2019-01-22 04:55:12,,,,,,,,
2019-01-22 05:02:24,,,,,,,,
2019-01-22 05:09:36,,,,,,,,
2019-01-22 05:16:48,,,,,,,,
2019-01-22 05:24:00,,,,,,,,
2019-01-22 05:31:12,,,,,,,,
2019-01-22 05:38:24,,,,,,,,
2019-01-22 05:45:36,,,,,,,,
2019-01-22 05:52:48,,,,,,,,
2019-01-22 06:00:00,,,,,,,,
2019-01-22 06:07:12,,,,,,,,
2019-01-22 06:14:24,,,,,,,,
2019-01-22 06:21:36,,,,,,,,
2019-01-22 06:28:48,,,,,,,,
2019-01-22 06:36:00,,,,,,,,
2019-01-22 06:43:12,,,,,,,,
2019-01-22 06:50:24,,,,,,,,
2019-01-22 06:57:36,,,,,,,,
2019-01-22 07:04:48,,,,,,,,
2019-01-22 07:12:00,,,,,,,,
2019-01-22 07:19:12,,,,,,,,
2019-01-22 07:26:24,,,,,,,,
2019-01-22 07:33:36,,,,,,,,
2019-01-22 07:40:48,,,,,,,,
2019-01-22 07:48:00,,,,,,,,
2019-01-22 07:55:12,,,,,,,,
2019-01-22 08:02:24,,,,,,,,
2019-01-22 08:09:36,,,,,,,,
2019-01-22 08:16:48,,,,,,,,
2019-01-22 08:24:00,,,,,,,,
2019-01-22 08:31:12,,,,,,,,
2019-01-22 08:38:24,,,,,,,,
2019-01-22 08:45:36,,,,,,,,
2019-01-22 08:52:48,,,,,,,,
2019-01-22 09:00:00,,,,,,,,
2019-01-22 09:07:12,,,,,,,,
2019-01-22 09:14:24,,,,,,,,
2019-01-22 09:21:36,,,,,,,,
2019-01-22 09:28:48,,,,,,,,
2019-01-22 09:36:00,,,,,,,,
2019-01-22 09:43:12,,,,,,,,
2019-01-22 09:50:24,,,,,,,,
2019-01-22 09:57:36,,,,,,,,
2019-01-22 10:04:48,,,,,,,,
2019-01-22 10:12:00,,,,,,,,
2019-01-22 10:19:12,,,,,,,,
2019-01-22 10:26:24,,,,,,,,
2019-01-22 10:33:36,,,,,,,,
2019-01-22 10:40:48,,,,,,,,
2019-01-22 10:48:00,,,,,,,,
2019-01-22 10:55:12,,,,,,,,
2019-01-22 11:02:24,,,,,,,,
2019-01-22 11:09:36,,,,,,,,
2019-01-22 11:16:48,,,,,,,,
2019-01-22 11:24:00,,,,,,,,
2019-01-22 11:31:12,,,,,,,,
2019-01-22 11:38:24,,,,,,,,
2019-01-22 11:45:36,,,,,,,,
2019-01-22 11:52:48,,,,,,,,
2019-01-22 12:00:00,,,,,,,,
2019-01-22 12:07:12,,,,,,,,
2019-01-22 12:14:24,,,,,,,,
2019-01-22 12:21:36,,,,,,,,
2019-01-22 12:28:48,,,,,,,,
2019-01-22 12:36:00,,,,,,,,
2019-01-22 12:43:12,,,,,,,,
2019-01-22 12:50:24,,,,,,,,
2019-01-22 12:57:36,,,,,,,,
2019-01-22 13:04:48,,,,,,,,
2019-01-22 13:12:00,,,,,,,,
2019-01-22 13:19:12,,,,,,,,
2019-01-22 13:26:24,,,,,,,,
2019-01-22 13:33:36,,,,,,,,
2019-01-22 13:40:48,,,,,,,,
2019-01-22 13:48:00,,,,,,,,
2019-01-22 13:55:12,,,,,,,,
2019-01-22 14:02:24,,,,,,,,
2019-01-22 14:09:36,,,,,,,,
2019-01-22 14:16:48,,,,,,,,
2019-01-22 14:24:00,,,,,,,,
2019-01-22 14:31:12,,,,,,,,
2019-01-22 14:38:24,,,,,,,,
2019-01-22 14:45:36,,,,,,,,
2019-01-22 14:52:48,,,,,,,,
2019-01-22 15:00:00,,,,,,,,
